gene_symbol,mean_coef,median_coef,abs_mean_coef,nonzero_frac,in_clingen_hcvd
ENSG00000285850,0.0,0.0,0.0,0.0,False
ENSG00000285851,0.0,0.0,0.0,0.0,False
ENSG00000285852,0.0,0.0,0.0,0.0,False
ENSG00000285853,0.0,0.0,0.0,0.0,False
ENSG00000285854,0.0,0.0,0.0,0.0,False
ENSG00000285856,0.0,0.0,0.0,0.0,False
ENSG00000285857,0.0,0.0,0.0,0.0,False
ENSG00000285859,0.0,0.0,0.0,0.0,False
ENSG00000285860,0.0,0.0,0.0,0.0,False
ENSG00000285861,0.0,0.0,0.0,0.0,False
ENSG00000285863,0.0,0.0,0.0,0.0,False
ENSG00000285864,0.0,0.0,0.0,0.0,False
ENSG00000285865,0.0,0.0,0.0,0.0,False
ENSG00000285867,0.0,0.0,0.0,0.0,False
ENSG00000285868,0.0,0.0,0.0,0.0,False
LINC02858,0.0,0.0,0.0,0.0,False
ENSG00000285870,0.0,0.0,0.0,0.0,False
ENSG00000285871,0.0,0.0,0.0,0.0,False
ENSG00000285872,0.0,0.0,0.0,0.0,False
ENSG00000285873,0.0,0.0,0.0,0.0,False
ENSG00000285876,0.0,0.0,0.0,0.0,False
ENSG00000285877,0.0,0.0,0.0,0.0,False
ENSG00000285878,0.0,0.0,0.0,0.0,False
ENSG00000285879,0.0,0.0,0.0,0.0,False
ENSG00000285880,0.0,0.0,0.0,0.0,False
ENSG00000285881,0.0,0.0,0.0,0.0,False
ENSG00000285882,0.0,0.0,0.0,0.0,False
ENSG00000285884,0.0,0.0,0.0,0.0,False
ENSG00000285885,0.0,0.0,0.0,0.0,False
ENSG00000285886,0.0,0.0,0.0,0.0,False
ENSG00000285887,0.0,0.0,0.0,0.0,False
ENSG00000285888,0.0,0.0,0.0,0.0,False
ENSG00000285889,0.0,0.0,0.0,0.0,False
MSANTD5,0.0,0.0,0.0,0.0,False
ENSG00000285892,0.0,0.0,0.0,0.0,False
ENSG00000285893,0.0,0.0,0.0,0.0,False
ENSG00000285894,0.0,0.0,0.0,0.0,False
ENSG00000285895,0.0,0.0,0.0,0.0,False
ENSG00000285896,0.0,0.0,0.0,0.0,False
ENSG00000285897,0.0,0.0,0.0,0.0,False
ENSG00000285898,0.0,0.0,0.0,0.0,False
ENSG00000285899,0.0,0.0,0.0,0.0,False
ENSG00000285900,0.0,0.0,0.0,0.0,False
ENSG00000285901,0.0,0.0,0.0,0.0,False
ENSG00000285902,0.0,0.0,0.0,0.0,False
ENSG00000285903,0.0,0.0,0.0,0.0,False
ENSG00000285904,0.0,0.0,0.0,0.0,False
BMP8B-AS1,0.0,0.0,0.0,0.0,False
ENSG00000285906,0.0,0.0,0.0,0.0,False
ENSG00000285907,0.0,0.0,0.0,0.0,False
ENSG00000285908,0.0,0.0,0.0,0.0,False
ENSG00000285909,0.0,0.0,0.0,0.0,False
ENSG00000285911,0.0,0.0,0.0,0.0,False
ENSG00000285914,0.0,0.0,0.0,0.0,False
ENSG00000285916,0.0,0.0,0.0,0.0,False
ENSG00000285918,0.0,0.0,0.0,0.0,False
ENSG00000285919,0.0,0.0,0.0,0.0,False
ENSG00000285920,0.0,0.0,0.0,0.0,False
ENSG00000285921,0.0,0.0,0.0,0.0,False
ENSG00000285922,0.0,0.0,0.0,0.0,False
ENSG00000285923,0.0,0.0,0.0,0.0,False
ENSG00000285924,0.0,0.0,0.0,0.0,False
ENSG00000285925,0.0,0.0,0.0,0.0,False
ENSG00000285926,0.0,0.0,0.0,0.0,False
ENSG00000285928,0.0,0.0,0.0,0.0,False
ENSG00000285929,0.0,0.0,0.0,0.0,False
ENSG00000285930,0.0,0.0,0.0,0.0,False
ENSG00000285931,0.0,0.0,0.0,0.0,False
ENSG00000285932,0.0,0.0,0.0,0.0,False
ENSG00000285933,0.0,0.0,0.0,0.0,False
ENSG00000285934,0.0,0.0,0.0,0.0,False
ENSG00000285935,0.0,0.0,0.0,0.0,False
ENSG00000285936,0.0,0.0,0.0,0.0,False
ENSG00000285938,0.0,0.0,0.0,0.0,False
ENSG00000285939,0.0,0.0,0.0,0.0,False
ENSG00000285940,0.0,0.0,0.0,0.0,False
ENSG00000285941,0.0,0.0,0.0,0.0,False
ENSG00000285942,0.0,0.0,0.0,0.0,False
ENSG00000285943,0.0,0.0,0.0,0.0,False
H2AL1MP,0.0,0.0,0.0,0.0,False
ENSG00000285945,0.0,0.0,0.0,0.0,False
ENSG00000285948,0.0,0.0,0.0,0.0,False
ENSG00000285949,0.0,0.0,0.0,0.0,False
ENSG00000285951,0.0,0.0,0.0,0.0,False
ENSG00000285952,0.0,0.0,0.0,0.0,False
ENSG00000285953,0.0,0.0,0.0,0.0,False
ENSG00000285954,0.0,0.0,0.0,0.0,False
ENSG00000285955,0.0,0.0,0.0,0.0,False
ENSG00000285957,0.0,0.0,0.0,0.0,False
ENSG00000285958,0.0,0.0,0.0,0.0,False
ENSG00000285960,0.0,0.0,0.0,0.0,False
ENSG00000285961,0.0,0.0,0.0,0.0,False
ENSG00000285964,0.0,0.0,0.0,0.0,False
ENSG00000285966,0.0,0.0,0.0,0.0,False
NIPBL-DT,0.0,0.0,0.0,0.0,False
ENSG00000285969,0.0,0.0,0.0,0.0,False
ENSG00000285970,0.0,0.0,0.0,0.0,False
ENSG00000285971,0.0,0.0,0.0,0.0,False
CERNA2,0.0,0.0,0.0,0.0,False
ENSG00000285973,0.0,0.0,0.0,0.0,False
ENSG00000285974,0.0,0.0,0.0,0.0,False
ENSG00000285976,0.0,0.0,0.0,0.0,False
ENSG00000285977,0.0,0.0,0.0,0.0,False
ENSG00000285978,0.0,0.0,0.0,0.0,False
ENSG00000285979,0.0,0.0,0.0,0.0,False
ENSG00000285980,0.0,0.0,0.0,0.0,False
ENSG00000285981,0.0,0.0,0.0,0.0,False
ENSG00000285982,0.0,0.0,0.0,0.0,False
ENSG00000285983,0.0,0.0,0.0,0.0,False
ENSG00000285984,0.0,0.0,0.0,0.0,False
ENSG00000285987,0.0,0.0,0.0,0.0,False
NBEAP6,0.0,0.0,0.0,0.0,False
ENSG00000285991,0.0,0.0,0.0,0.0,False
ENSG00000285992,0.0,0.0,0.0,0.0,False
ENSG00000285993,0.0,0.0,0.0,0.0,False
ENSG00000285994,0.0,0.0,0.0,0.0,False
ENSG00000285995,0.0,0.0,0.0,0.0,False
ENSG00000285996,0.0,0.0,0.0,0.0,False
ENSG00000285997,0.0,0.0,0.0,0.0,False
ENSG00000285999,0.0,0.0,0.0,0.0,False
ENSG00000286000,0.0,0.0,0.0,0.0,False
ENSG00000286001,0.0,0.0,0.0,0.0,False
ENSG00000286003,0.0,0.0,0.0,0.0,False
ENSG00000286004,0.0,0.0,0.0,0.0,False
ENSG00000286009,0.0,0.0,0.0,0.0,False
ENSG00000286010,0.0,0.0,0.0,0.0,False
ENSG00000286011,0.0,0.0,0.0,0.0,False
ENSG00000286013,0.0,0.0,0.0,0.0,False
SPDYE15,0.0,0.0,0.0,0.0,False
ENSG00000286015,0.0,0.0,0.0,0.0,False
ENSG00000286016,0.0,0.0,0.0,0.0,False
ENSG00000286017,0.0,0.0,0.0,0.0,False
ENSG00000286018,0.0,0.0,0.0,0.0,False
NOTCH2NLB,0.0,0.0,0.0,0.0,False
ENSG00000286020,0.0,0.0,0.0,0.0,False
LINC02822,0.0,0.0,0.0,0.0,False
ENSG00000286022,0.0,0.0,0.0,0.0,False
ENSG00000286023,0.0,0.0,0.0,0.0,False
ENSG00000286024,0.0,0.0,0.0,0.0,False
FAM246C,0.0,0.0,0.0,0.0,False
PCSEAT,0.0,0.0,0.0,0.0,False
MIR34BHG,0.0,0.0,0.0,0.0,False
ENSG00000286030,0.0,0.0,0.0,0.0,False
ENSG00000286031,0.0,0.0,0.0,0.0,False
ENSG00000286033,0.0,0.0,0.0,0.0,False
ENSG00000286034,0.0,0.0,0.0,0.0,False
ENSG00000286035,0.0,0.0,0.0,0.0,False
ENSG00000286036,0.0,0.0,0.0,0.0,False
ENSG00000286037,0.0,0.0,0.0,0.0,False
ENSG00000286039,0.0,0.0,0.0,0.0,False
ENSG00000286040,0.0,0.0,0.0,0.0,False
LCAL1,0.0,0.0,0.0,0.0,False
ENSG00000286043,0.0,0.0,0.0,0.0,False
ENSG00000286044,0.0,0.0,0.0,0.0,False
ENSG00000286045,0.0,0.0,0.0,0.0,False
ENSG00000286046,0.0,0.0,0.0,0.0,False
ENSG00000286048,0.0,0.0,0.0,0.0,False
ENSG00000286050,0.0,0.0,0.0,0.0,False
MAGEA6-DT,0.0,0.0,0.0,0.0,False
ENSG00000286052,0.0,0.0,0.0,0.0,False
ASDURF,0.0,0.0,0.0,0.0,False
ENSG00000286055,0.0,0.0,0.0,0.0,False
ENSG00000286056,0.0,0.0,0.0,0.0,False
ENSG00000286058,0.0,0.0,0.0,0.0,False
ENSG00000286059,0.0,0.0,0.0,0.0,False
ENSG00000286060,0.0,0.0,0.0,0.0,False
RCAN3AS,0.0,0.0,0.0,0.0,False
ENSG00000286062,0.0,0.0,0.0,0.0,False
ENSG00000286063,0.0,0.0,0.0,0.0,False
ENSG00000286064,0.0,0.0,0.0,0.0,False
ENSG00000286066,0.0,0.0,0.0,0.0,False
ENSG00000286067,0.0,0.0,0.0,0.0,False
ENSG00000286068,0.0,0.0,0.0,0.0,False
ENSG00000286069,0.0,0.0,0.0,0.0,False
ENSG00000286070,0.0,0.0,0.0,0.0,False
ENSG00000286071,0.0,0.0,0.0,0.0,False
ENSG00000286072,0.0,0.0,0.0,0.0,False
ENSG00000286073,0.0,0.0,0.0,0.0,False
ENSG00000286074,0.0,0.0,0.0,0.0,False
ENSG00000286075,0.0,0.0,0.0,0.0,False
ENSG00000286076,0.0,0.0,0.0,0.0,False
ENSG00000286077,0.0,0.0,0.0,0.0,False
ENSG00000286078,0.0,0.0,0.0,0.0,False
ENSG00000286080,0.0,0.0,0.0,0.0,False
ENSG00000286081,0.0,0.0,0.0,0.0,False
ENSG00000286082,0.0,0.0,0.0,0.0,False
ENSG00000286084,0.0,0.0,0.0,0.0,False
ENSG00000286085,0.0,0.0,0.0,0.0,False
ENSG00000286086,0.0,0.0,0.0,0.0,False
ENSG00000286087,0.0,0.0,0.0,0.0,False
ENSG00000286088,0.0,0.0,0.0,0.0,False
ENSG00000286089,0.0,0.0,0.0,0.0,False
ENSG00000286090,0.0,0.0,0.0,0.0,False
ENSG00000286092,0.0,0.0,0.0,0.0,False
ENSG00000286093,0.0,0.0,0.0,0.0,False
SPEGNB,0.0,0.0,0.0,0.0,False
ENSG00000286098,0.0,0.0,0.0,0.0,False
ENSG00000286099,0.0,0.0,0.0,0.0,False
ENSG00000286100,0.0,0.0,0.0,0.0,False
ENSG00000286103,0.0,0.0,0.0,0.0,False
ENSG00000286104,0.0,0.0,0.0,0.0,False
TMEM217B,0.0,0.0,0.0,0.0,False
NOTCH2NLR,0.0,0.0,0.0,0.0,False
ENSG00000286107,0.0,0.0,0.0,0.0,False
ENSG00000286108,0.0,0.0,0.0,0.0,False
ENSG00000286109,0.0,0.0,0.0,0.0,False
ENSG00000286110,0.0,0.0,0.0,0.0,False
ENSG00000286112,0.0,0.0,0.0,0.0,False
ENSG00000286113,0.0,0.0,0.0,0.0,False
ENSG00000286115,0.0,0.0,0.0,0.0,False
ENSG00000286116,0.0,0.0,0.0,0.0,False
ENSG00000286117,0.0,0.0,0.0,0.0,False
ENSG00000286118,0.0,0.0,0.0,0.0,False
ENSG00000286119,0.0,0.0,0.0,0.0,False
ENSG00000286121,0.0,0.0,0.0,0.0,False
LINC02964,0.0,0.0,0.0,0.0,False
ENSG00000286123,0.0,0.0,0.0,0.0,False
ENSG00000286125,0.0,0.0,0.0,0.0,False
ENSG00000286127,0.0,0.0,0.0,0.0,False
ENSG00000286128,0.0,0.0,0.0,0.0,False
ENSG00000286129,0.0,0.0,0.0,0.0,False
ENSG00000286130,0.0,0.0,0.0,0.0,False
ENSG00000286132,0.0,0.0,0.0,0.0,False
ENSG00000286133,0.0,0.0,0.0,0.0,False
ENSG00000286134,0.0,0.0,0.0,0.0,False
ENSG00000286136,0.0,0.0,0.0,0.0,False
ENSG00000286138,0.0,0.0,0.0,0.0,False
ENSG00000286139,0.0,0.0,0.0,0.0,False
DERPC,0.0,0.0,0.0,0.0,False
ENSG00000286141,0.0,0.0,0.0,0.0,False
ENSG00000286142,0.0,0.0,0.0,0.0,False
ENSG00000286143,0.0,0.0,0.0,0.0,False
ENSG00000286144,0.0,0.0,0.0,0.0,False
ENSG00000286145,0.0,0.0,0.0,0.0,False
ENSG00000286147,0.0,0.0,0.0,0.0,False
ENSG00000286150,0.0,0.0,0.0,0.0,False
ENSG00000286151,0.0,0.0,0.0,0.0,False
ENSG00000286152,0.0,0.0,0.0,0.0,False
ENSG00000286153,0.0,0.0,0.0,0.0,False
ENSG00000286154,0.0,0.0,0.0,0.0,False
BMS1P23,0.0,0.0,0.0,0.0,False
ENSG00000286157,0.0,0.0,0.0,0.0,False
ENSG00000286158,0.0,0.0,0.0,0.0,False
ENSG00000286159,0.0,0.0,0.0,0.0,False
ENSG00000286161,0.0,0.0,0.0,0.0,False
ENSG00000286162,0.0,0.0,0.0,0.0,False
ENSG00000286163,0.0,0.0,0.0,0.0,False
ENSG00000286164,0.0,0.0,0.0,0.0,False
ENSG00000286165,0.0,0.0,0.0,0.0,False
ENSG00000286167,0.0,0.0,0.0,0.0,False
ENSG00000286168,0.0,0.0,0.0,0.0,False
ENSG00000286170,0.0,0.0,0.0,0.0,False
ENSG00000286171,0.0,0.0,0.0,0.0,False
RNVU1-8,0.0,0.0,0.0,0.0,False
ENSG00000286174,0.0,0.0,0.0,0.0,False
ENSG00000286176,0.0,0.0,0.0,0.0,False
ENSG00000286177,0.0,0.0,0.0,0.0,False
ENSG00000286179,0.0,0.0,0.0,0.0,False
ENSG00000286180,0.0,0.0,0.0,0.0,False
ENSG00000286181,0.0,0.0,0.0,0.0,False
ENSG00000286182,0.0,0.0,0.0,0.0,False
ENSG00000286183,0.0,0.0,0.0,0.0,False
ENSG00000286185,0.0,0.0,0.0,0.0,False
ENSG00000286186,0.0,0.0,0.0,0.0,False
ENSG00000286187,0.0,0.0,0.0,0.0,False
ENSG00000286189,0.0,0.0,0.0,0.0,False
ENSG00000286190,0.0,0.0,0.0,0.0,False
ENSG00000286191,0.0,0.0,0.0,0.0,False
ENSG00000286192,0.0,0.0,0.0,0.0,False
CPLANE1-AS1,0.0,0.0,0.0,0.0,False
ENSG00000286194,0.0,0.0,0.0,0.0,False
ENSG00000286195,0.0,0.0,0.0,0.0,False
ENSG00000286196,0.0,0.0,0.0,0.0,False
ENSG00000286197,0.0,0.0,0.0,0.0,False
ENSG00000286198,0.0,0.0,0.0,0.0,False
ENSG00000286201,0.0,0.0,0.0,0.0,False
ENSG00000286204,0.0,0.0,0.0,0.0,False
ENSG00000286205,0.0,0.0,0.0,0.0,False
ENSG00000286207,0.0,0.0,0.0,0.0,False
ENSG00000286208,0.0,0.0,0.0,0.0,False
ENSG00000286209,0.0,0.0,0.0,0.0,False
ENSG00000286210,0.0,0.0,0.0,0.0,False
ENSG00000286211,0.0,0.0,0.0,0.0,False
ENSG00000286212,0.0,0.0,0.0,0.0,False
COPG2IT1,0.0,0.0,0.0,0.0,False
ENSG00000286215,0.0,0.0,0.0,0.0,False
ENSG00000286216,0.0,0.0,0.0,0.0,False
LINC00279,0.0,0.0,0.0,0.0,False
ENSG00000286218,0.0,0.0,0.0,0.0,False
NOTCH2NLC,0.0,0.0,0.0,0.0,False
ENSG00000286220,0.0,0.0,0.0,0.0,False
ENSG00000286221,0.0,0.0,0.0,0.0,False
ENSG00000286222,0.0,0.0,0.0,0.0,False
ENSG00000286223,0.0,0.0,0.0,0.0,False
ENSG00000286225,0.0,0.0,0.0,0.0,False
ENSG00000286226,0.0,0.0,0.0,0.0,False
ENSG00000286230,0.0,0.0,0.0,0.0,False
ENSG00000286231,0.0,0.0,0.0,0.0,False
ENSG00000286232,0.0,0.0,0.0,0.0,False
ENSG00000286234,0.0,0.0,0.0,0.0,False
ENSG00000286235,0.0,0.0,0.0,0.0,False
ENSG00000286236,0.0,0.0,0.0,0.0,False
ENSG00000286237,0.0,0.0,0.0,0.0,False
ENSG00000286238,0.0,0.0,0.0,0.0,False
ENSG00000286239,0.0,0.0,0.0,0.0,False
ENSG00000286240,0.0,0.0,0.0,0.0,False
ENSG00000286241,0.0,0.0,0.0,0.0,False
ENSG00000286242,0.0,0.0,0.0,0.0,False
ENSG00000286244,0.0,0.0,0.0,0.0,False
ENSG00000286245,0.0,0.0,0.0,0.0,False
ENSG00000286247,0.0,0.0,0.0,0.0,False
ENSG00000286248,0.0,0.0,0.0,0.0,False
ENSG00000286249,0.0,0.0,0.0,0.0,False
ENSG00000286251,0.0,0.0,0.0,0.0,False
ENSG00000286253,0.0,0.0,0.0,0.0,False
ENSG00000286254,0.0,0.0,0.0,0.0,False
ENSG00000286256,0.0,0.0,0.0,0.0,False
ENSG00000286257,0.0,0.0,0.0,0.0,False
ENSG00000286258,0.0,0.0,0.0,0.0,False
ENSG00000286259,0.0,0.0,0.0,0.0,False
ENSG00000286262,0.0,0.0,0.0,0.0,False
ENSG00000286263,0.0,0.0,0.0,0.0,False
ENSG00000286264,0.0,0.0,0.0,0.0,False
ENSG00000286266,0.0,0.0,0.0,0.0,False
ENSG00000286268,0.0,0.0,0.0,0.0,False
ENSG00000286269,0.0,0.0,0.0,0.0,False
ENSG00000286270,0.0,0.0,0.0,0.0,False
ENSG00000286271,0.0,0.0,0.0,0.0,False
ENSG00000286272,0.0,0.0,0.0,0.0,False
ENSG00000286273,0.0,0.0,0.0,0.0,False
ENSG00000286274,0.0,0.0,0.0,0.0,False
ENSG00000286275,0.0,0.0,0.0,0.0,False
ENSG00000286276,0.0,0.0,0.0,0.0,False
ENSG00000286277,0.0,0.0,0.0,0.0,False
ENSG00000286279,0.0,0.0,0.0,0.0,False
ENSG00000286280,0.0,0.0,0.0,0.0,False
ENSG00000286281,0.0,0.0,0.0,0.0,False
ENSG00000286282,0.0,0.0,0.0,0.0,False
ENSG00000286284,0.0,0.0,0.0,0.0,False
ENSG00000286285,0.0,0.0,0.0,0.0,False
ENSG00000286286,0.0,0.0,0.0,0.0,False
ENSG00000286288,0.0,0.0,0.0,0.0,False
ENSG00000286289,0.0,0.0,0.0,0.0,False
ENSG00000286290,0.0,0.0,0.0,0.0,False
ENSG00000286291,0.0,0.0,0.0,0.0,False
ENSG00000286292,0.0,0.0,0.0,0.0,False
ENSG00000286293,0.0,0.0,0.0,0.0,False
ENSG00000286294,0.0,0.0,0.0,0.0,False
ENSG00000286295,0.0,0.0,0.0,0.0,False
ENSG00000286296,0.0,0.0,0.0,0.0,False
ENSG00000286298,0.0,0.0,0.0,0.0,False
ENSG00000286299,0.0,0.0,0.0,0.0,False
ENSG00000286300,0.0,0.0,0.0,0.0,False
ENSG00000286301,0.0,0.0,0.0,0.0,False
ENSG00000286302,0.0,0.0,0.0,0.0,False
ENSG00000286303,0.0,0.0,0.0,0.0,False
ENSG00000286305,0.0,0.0,0.0,0.0,False
ENSG00000286306,0.0,0.0,0.0,0.0,False
ENSG00000286307,0.0,0.0,0.0,0.0,False
ENSG00000286310,0.0,0.0,0.0,0.0,False
ENSG00000286311,0.0,0.0,0.0,0.0,False
ENSG00000286312,0.0,0.0,0.0,0.0,False
ENSG00000286313,0.0,0.0,0.0,0.0,False
ENSG00000286314,0.0,0.0,0.0,0.0,False
ENSG00000286315,0.0,0.0,0.0,0.0,False
ENSG00000286316,0.0,0.0,0.0,0.0,False
ENSG00000286318,0.0,0.0,0.0,0.0,False
ENSG00000286319,0.0,0.0,0.0,0.0,False
ENSG00000286320,0.0,0.0,0.0,0.0,False
ENSG00000286321,0.0,0.0,0.0,0.0,False
ENSG00000286322,0.0,0.0,0.0,0.0,False
ENSG00000286324,0.0,0.0,0.0,0.0,False
ENSG00000286326,0.0,0.0,0.0,0.0,False
ENSG00000286327,0.0,0.0,0.0,0.0,False
ENSG00000286328,0.0,0.0,0.0,0.0,False
ENSG00000286329,0.0,0.0,0.0,0.0,False
ENSG00000286330,0.0,0.0,0.0,0.0,False
ENSG00000286331,0.0,0.0,0.0,0.0,False
ENSG00000286332,0.0,0.0,0.0,0.0,False
ENSG00000286333,0.0,0.0,0.0,0.0,False
ENSG00000286334,0.0,0.0,0.0,0.0,False
ENSG00000286335,0.0,0.0,0.0,0.0,False
ENSG00000286337,0.0,0.0,0.0,0.0,False
ENSG00000286338,0.0,0.0,0.0,0.0,False
ENSG00000286339,0.0,0.0,0.0,0.0,False
ENSG00000286340,0.0,0.0,0.0,0.0,False
ENSG00000286341,0.0,0.0,0.0,0.0,False
ENSG00000286342,0.0,0.0,0.0,0.0,False
ENSG00000286343,0.0,0.0,0.0,0.0,False
ENSG00000286344,0.0,0.0,0.0,0.0,False
ENSG00000286346,0.0,0.0,0.0,0.0,False
ENSG00000286347,0.0,0.0,0.0,0.0,False
ENSG00000286348,0.0,0.0,0.0,0.0,False
ENSG00000286349,0.0,0.0,0.0,0.0,False
ENSG00000286351,0.0,0.0,0.0,0.0,False
ENSG00000286352,0.0,0.0,0.0,0.0,False
ENSG00000286353,0.0,0.0,0.0,0.0,False
ENSG00000286355,0.0,0.0,0.0,0.0,False
ENSG00000286358,0.0,0.0,0.0,0.0,False
ENSG00000286359,0.0,0.0,0.0,0.0,False
ENSG00000286360,0.0,0.0,0.0,0.0,False
ENSG00000286361,0.0,0.0,0.0,0.0,False
ENSG00000286362,0.0,0.0,0.0,0.0,False
ENSG00000286363,0.0,0.0,0.0,0.0,False
ENSG00000286364,0.0,0.0,0.0,0.0,False
ENSG00000286365,0.0,0.0,0.0,0.0,False
ENSG00000286366,0.0,0.0,0.0,0.0,False
ENSG00000286367,0.0,0.0,0.0,0.0,False
ENSG00000286368,0.0,0.0,0.0,0.0,False
ENSG00000286369,0.0,0.0,0.0,0.0,False
ENSG00000286370,0.0,0.0,0.0,0.0,False
ENSG00000286371,0.0,0.0,0.0,0.0,False
ENSG00000286372,0.0,0.0,0.0,0.0,False
ENSG00000286373,0.0,0.0,0.0,0.0,False
ENSG00000286374,0.0,0.0,0.0,0.0,False
ENSG00000286375,0.0,0.0,0.0,0.0,False
ENSG00000286376,0.0,0.0,0.0,0.0,False
ENSG00000286377,0.0,0.0,0.0,0.0,False
ENSG00000286378,0.0,0.0,0.0,0.0,False
ENSG00000286379,0.0,0.0,0.0,0.0,False
ENSG00000286380,0.0,0.0,0.0,0.0,False
ENSG00000286381,0.0,0.0,0.0,0.0,False
ENSG00000286382,0.0,0.0,0.0,0.0,False
ENSG00000286383,0.0,0.0,0.0,0.0,False
ENSG00000286385,0.0,0.0,0.0,0.0,False
ENSG00000286388,0.0,0.0,0.0,0.0,False
ENSG00000286389,0.0,0.0,0.0,0.0,False
ENSG00000286391,0.0,0.0,0.0,0.0,False
ENSG00000286393,0.0,0.0,0.0,0.0,False
ENSG00000286395,0.0,0.0,0.0,0.0,False
ENSG00000286396,0.0,0.0,0.0,0.0,False
ENSG00000286397,0.0,0.0,0.0,0.0,False
ENSG00000286400,0.0,0.0,0.0,0.0,False
ENSG00000286401,0.0,0.0,0.0,0.0,False
ENSG00000286402,0.0,0.0,0.0,0.0,False
ENSG00000286403,0.0,0.0,0.0,0.0,False
ENSG00000286404,0.0,0.0,0.0,0.0,False
ENSG00000286405,0.0,0.0,0.0,0.0,False
ENSG00000286406,0.0,0.0,0.0,0.0,False
ENSG00000286407,0.0,0.0,0.0,0.0,False
ENSG00000286408,0.0,0.0,0.0,0.0,False
ENSG00000286409,0.0,0.0,0.0,0.0,False
ENSG00000286410,0.0,0.0,0.0,0.0,False
ENSG00000286411,0.0,0.0,0.0,0.0,False
ENSG00000286412,0.0,0.0,0.0,0.0,False
ENSG00000286413,0.0,0.0,0.0,0.0,False
ENSG00000286414,0.0,0.0,0.0,0.0,False
ENSG00000286415,0.0,0.0,0.0,0.0,False
ENSG00000286416,0.0,0.0,0.0,0.0,False
ENSG00000286417,0.0,0.0,0.0,0.0,False
ENSG00000286418,0.0,0.0,0.0,0.0,False
ENSG00000286419,0.0,0.0,0.0,0.0,False
ENSG00000286422,0.0,0.0,0.0,0.0,False
ENSG00000286423,0.0,0.0,0.0,0.0,False
ENSG00000286424,0.0,0.0,0.0,0.0,False
ENSG00000286426,0.0,0.0,0.0,0.0,False
ENSG00000286427,0.0,0.0,0.0,0.0,False
ENSG00000286428,0.0,0.0,0.0,0.0,False
ENSG00000286429,0.0,0.0,0.0,0.0,False
ENSG00000286430,0.0,0.0,0.0,0.0,False
ENSG00000286431,0.0,0.0,0.0,0.0,False
ENSG00000286432,0.0,0.0,0.0,0.0,False
ENSG00000286433,0.0,0.0,0.0,0.0,False
ENSG00000286435,0.0,0.0,0.0,0.0,False
ENSG00000286436,0.0,0.0,0.0,0.0,False
ENSG00000286437,0.0,0.0,0.0,0.0,False
ENSG00000286438,0.0,0.0,0.0,0.0,False
ENSG00000286440,0.0,0.0,0.0,0.0,False
ENSG00000286442,0.0,0.0,0.0,0.0,False
ENSG00000286443,0.0,0.0,0.0,0.0,False
ENSG00000286444,0.0,0.0,0.0,0.0,False
ENSG00000286445,0.0,0.0,0.0,0.0,False
ENSG00000286446,0.0,0.0,0.0,0.0,False
ENSG00000286447,0.0,0.0,0.0,0.0,False
ENSG00000286448,0.0,0.0,0.0,0.0,False
ENSG00000286449,0.0,0.0,0.0,0.0,False
ENSG00000286450,0.0,0.0,0.0,0.0,False
ENSG00000286451,0.0,0.0,0.0,0.0,False
ENSG00000286452,0.0,0.0,0.0,0.0,False
ENSG00000286453,0.0,0.0,0.0,0.0,False
ENSG00000286454,0.0,0.0,0.0,0.0,False
ENSG00000286455,0.0,0.0,0.0,0.0,False
ENSG00000286456,0.0,0.0,0.0,0.0,False
ENSG00000286457,0.0,0.0,0.0,0.0,False
ENSG00000286458,0.0,0.0,0.0,0.0,False
ENSG00000286459,0.0,0.0,0.0,0.0,False
ENSG00000286460,0.0,0.0,0.0,0.0,False
ENSG00000286462,0.0,0.0,0.0,0.0,False
ENSG00000286463,0.0,0.0,0.0,0.0,False
ENSG00000286466,0.0,0.0,0.0,0.0,False
ENSG00000286467,0.0,0.0,0.0,0.0,False
ENSG00000286468,0.0,0.0,0.0,0.0,False
ENSG00000286470,0.0,0.0,0.0,0.0,False
ENSG00000286471,0.0,0.0,0.0,0.0,False
ENSG00000286472,0.0,0.0,0.0,0.0,False
ENSG00000286473,0.0,0.0,0.0,0.0,False
ENSG00000286474,0.0,0.0,0.0,0.0,False
ENSG00000286475,0.0,0.0,0.0,0.0,False
ENSG00000286476,0.0,0.0,0.0,0.0,False
ENSG00000286478,0.0,0.0,0.0,0.0,False
ENSG00000286480,0.0,0.0,0.0,0.0,False
ENSG00000286481,0.0,0.0,0.0,0.0,False
ENSG00000286482,0.0,0.0,0.0,0.0,False
ENSG00000286483,0.0,0.0,0.0,0.0,False
ENSG00000286484,0.0,0.0,0.0,0.0,False
ENSG00000286485,0.0,0.0,0.0,0.0,False
ENSG00000286486,0.0,0.0,0.0,0.0,False
ENSG00000286488,0.0,0.0,0.0,0.0,False
ENSG00000286489,0.0,0.0,0.0,0.0,False
ENSG00000286490,0.0,0.0,0.0,0.0,False
ENSG00000286491,0.0,0.0,0.0,0.0,False
ENSG00000286492,0.0,0.0,0.0,0.0,False
ENSG00000286495,0.0,0.0,0.0,0.0,False
ENSG00000286496,0.0,0.0,0.0,0.0,False
ENSG00000286497,0.0,0.0,0.0,0.0,False
ENSG00000286498,0.0,0.0,0.0,0.0,False
ENSG00000286500,0.0,0.0,0.0,0.0,False
ENSG00000286501,0.0,0.0,0.0,0.0,False
